,,,"Appendix 1. Details of reported baleen whale injury events along the Gulf of Mexico, US East Coast and Atlantic Canadian provinces, 2019-2023. Assignment of Serious Injury (SI) criteria, SI values and List of Fisheries (LOF) inclusion follow the guidance established by NMFS Instruction 02-038-01.",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,Date,Individual,Location,Cause of Injury,Country of Origin,Country ID method,Gear Type,Description,"Initial 
SI criteria",Final SI critieria,SI value,SI value changes ,LOFa,
192,MIWH,WRS,09-Aug-19,-,"Rigolet, Labrador",Entangled,Canada,Gear identified,Net,Anchored with line around rostrum and constricting peduncle wraps. Partially disentangled. Final configuration unknown.,L2,L10,0.75,-,-,
193,MIWH,MARS2019-286,21-Aug-19,-,"Mer et Monde, QC",Entangled,Unknown First seen Canada,-,Unknown,Free-swimming with line over back and possibly through mouth. No photos. Attachment point(s) unknown.,L10,L10,0.75,-,-,
194,MIWH,E25-19,01-Sep-19,-,"31.3 nm SE of Chatham, MA",Entangled,Unknown First seen USA,-,Unknown,Free-swimming with buoy trailing from fluke area. No photos. Attachment point(s) unknown.,L10,L10,0.75,-,-,
195,MIWH,E30-19,10-Sep-19,-,"0.1 nm N of Mattinicus Rock, ME",Entangled,Unknown First seen USA,-,Unknown,Unable to confirm if anchored or free-swimming. Full configuration and attachment point(s) unknown.,L10,L10,0.75,-,Yes,
196,MIWH,MARS2019-305,13-Sep-19,-,"Spectacle Island, NS",Entrapped,Canada,Gear identified,Weir,Released from weir entrapment.,L10,n/a,0,Release,-,
197,MIWH,E17-20,04-Sep-20,-,"1.9 nm W of North Truro, MA",Entangled,Unknown First seen USA,-,Net,"Free-swimming with netting in mouth, embedded in rostrum, and trailing alongside each flank. Poor condition—emaciated, pocked skin, and deep, open wounds. Disentanglement response unsuccessful.",L2,L2,1,-,Yes,
198,MIWH,E19-20,05-Oct-20,-,"4.8 nm E of Isle Au Haut, ME",Entangled,USA,Gear identified,Pot/trap,Anchored at flukes by multiple constricting wraps. Disentangled.,L2,n/a,0,Rescue,Yes,
199,MIWH,E06-21,06-Jun-21,-,"4.6 nm N of North Truro, MA",Entangled,Unknown First seen USA,-,Unknown,"Free-swimming with large jumble of gear on its back, forward of dorsal. Attachment point(s) unknown.",L10,L10,0.75,-,Yes,
200,MIWH,WRS,11-Jul-21,-,"Mary's Harbour, NL",Entangled,Canada,Gear identified,Gillnet,Fisher self-reported animal entangled in gear in unknown configuration. Partially disentangled—released carrying part of net and poly float from unknown attachment point(s) and in unknown configuration.,L10,L10,0.75,-,-,
201,MIWH,MARS2021-220,19-Jul-21,-,"Cheticamp, NS",Entangled,Canada,Gear identified,Pot/trap,Anchored with line wrapped around head and pectoral. Partially disentangled—left with small amount of rope in mouth that expect to shed.,L2,L3,0,Rescue,-,
202,MIWH,E29-21,10-Oct-21,-,"1.7 nm W of Monhegan Island, ME",Entangled,USA,Gear identified,Pot/trap,Disentangled from anchoring gear.,L2,n/a,0,Rescue,Yes,
203,MIWH,E03-22,22-May-22,-,"8.2 nm NW of Race Point, Provincetown, MA",Entangled,Unknown First seen USA,-,Unknown,Free-swimming with line or netting trailing from head area. Attachment point(s) unknown.,L10,L10,0.75,-,Yes,
204,MIWH,E04-22,29-May-22,-,"36.9 nm S of Martha's Vineyard, MA",Entangled,Unknown First seen USA,-,Unknown,"Free-swimming with tight, closed bridle of thin line through mouth. ",L2,L2,1,-,Yes,
205,MIWH,E08-22,29-Jun-22,-,"3.5 nm E of Plymouth, MA",Entangled,USA,Gear identified,Pot/trap,Anchored with tight wrap of lower jaw. Disentangled.,L2,n/a,0,Rescue,Yes,
206,MIWH,E11-22,08-Jul-22,-,"1.3 nm E of Chatham, MA",Entangled,Unknown First seen USA,-,Unknown,"Unable to determine if anchored or free-swimming, but has a constricting rostrum wrap at minimum.",L2,L2,1,-,Yes,
207,MIWH,E15-22,05-Aug-22,-,"12.0 nm E of Hampton Beach, NH",Entangled,Unknown First seen USA,-,Unknown,Free-swimming with line through mouth joining at a jumble just aft of left blowhole. One line trailing but full configuration and attachment point(s) unknown.,L10,L10,0.75,-,Yes,
208,MIWH,MMSC-22-141,31-Oct-22,-,"Brigantine, NJ",Vessel strike,USA,Fresh injury or known location,-,Live stranded animal refloated with incoming tide. Made contact several times with stationary small boat (<25 ft). Swam into deeper water with rising tide.,L6c,L6c,0,-,-,
209,MIWH,MARS2023-154,11-May-23,-,"1.8 nm W of Point Prim, PEI",Entangled,Unknown; First seen Canada,-,Unknown,Line around pectoral with attached buoy. Full configuration unclear. Disentangled.,L10,n/a,0,Rescue,Yes,
210,MIWH,MARS2023-213,11-Jun-23,-,"St-Nicholas, PEI",Entangled,Unknown; First seen Canada,-,Unknown,"Live stranded with line through mouth, cutting into mouthline. Disentangled, refloated, and released.",L2,n/a,0,Rescue,Yes,
211,MIWH,MARS2023-247,26-Jun-23,-,"1.9 nm E of Le Goulet, NB",Entangled,Canada,Gear identified,Pot/trap,Disentangled from anchoring gear.,L2,n/a,0,Rescue,-,
212,MIWH,WRS,04-Jul-23,-,"Holyrood, Conception Bay, NL",Entangled,Unknown; First seen Canada,-,Unknown,Free-swimming with short section of rope draped over its back. No photos. Attachment point(s) and full configuration unknown. ,L10,L10,0.75,-,-,
213,MIWH,E14-23,13-Jul-23,-,"11.7 nm NW of Race Point, Provincetown, MA",Entangled,Unknown; First seen USA,-,Unknown,Free-swimming with buoy alongside body. No photos. Attachment point(s) unknown.,L10,L10,0.75,-,-,
214,MIWH,E21-23,07-Aug-23,-,"2.9 nm SE of Race Point, Provincetown, MA",Entangled,Unknown; First seen USA,-,Unknown,Reported with buoy alongside body. Unclear if anchored or free-swimming. No photos. Attachment point(s) unknown.,L10,L10,0.75,-,-,
215,MIWH,"E32-23, MARS2023-366",07-Sep-23,-,"17.6 nm E of Grand Manan, NB",Entangled,Unknown; First seen Canada,-,Unknown,Free-swimming with gear on rostrum. Full configuration unclear.,L10,L10,0.75,-,Yes,
216,,,Unidentified Whale,,,,,,,# events/sums:,,3,1.5,0,0,
217,UNLW,"E05-19, MARS2019-103",26-Apr-19,-,"74.6 nm SW of Cape Sable Island, NS",Entangled,Unknown First seen Canada,-,Unknown,Free-swimming with gear around tail. No photos. Attachment point(s) and full configuration unknown.,L10,L10,0.75,-,-,
218,UNLW,E01-20,18-Jan-20,-,"40 nm S of Nantucket, MA",Entangled,Unknown First seen USA,-,Unknown,Free-swimming with netting and line trailing 1-2 body lengths. No photos. Attachment point(s) unknown.,L10,L10,0.75,-,-,
219,UNLW,-,11-Jul-21,-,"off Block Island, RI",Vessel strike,USA,Fresh injury or known location,-,38 ft. stationary vessel struck by lunge feeding whale. Vessel sustained damage to port quarter. Unable to confirm if finback or humpback whale—both species documented lunge feeding in the vicinity.,L6c,L6c,0,-,-,
,,,,,,,,,,,,,,,,
,,,a. Consider for List of Fisheries Inclusion,,,,,,,,,,,,,
,,,b. Animal involved in two separate vessel strike injuries: one deemed serious injury and one mortality. Tallied separately here to document total number of injury events. Counted in Table 5 as a mortality from vessel strike. ,,,,,,,,,,,,,
,,,c. Animal involved in two separate entanglement serious injuries. Tallied separately here to document total number of injury events. Counted in Table 5 as 1 serious injury from entanglement.,,,,,,,,,,,,,
,,,d. COD - Cause of Death,,,,,,,,,,,,,
,,,e. Animal involved in two separate entanglement injuries: one serious and one prorated injury. Tallied separately here to document total number of injury events. Counted in Table 5 as 1 serious injury from entanglement.,,,,,,,,,,,,,
